"sensorId","obsCount","outlierCount","rate","shape","ppv","sensitivity","f1","AIC","BIC","lglk"
814,290969,132,127.980476902776,16.3106968390079,0.114421930870083,0.727272727272727,0.19773429454171,Inf,Inf,-Inf
815,339723,157,97.7559224531233,13.6923527110346,0.130787037037037,0.719745222929936,0.221351616062684,Inf,Inf,-Inf
818,102341,29,108.117094893445,9.43453882580938,0.0478723404255319,0.620689655172414,0.0888888888888889,Inf,Inf,-Inf
820,249025,61,110.360279757259,8.79204844757376,0.0169061707523246,0.327868852459016,0.0321543408360129,Inf,Inf,-Inf
827,168556,83,116.608830281484,11.3748544206321,0.0769230769230769,0.63855421686747,0.137305699481865,Inf,Inf,-Inf
831,14509,6,114.393580343655,11.7512696413687,0.113636363636364,0.833333333333333,0.2,-60481.2871404635,-60466.1220916125,30242.6435702317
832,139353,68,115.913718262608,11.4444145336728,0.0838095238095238,0.647058823529412,0.148397976391231,Inf,Inf,-Inf
834,237688,119,114.482531606471,11.2509219790309,0.0681173131504257,0.605042016806723,0.122448979591837,Inf,Inf,-Inf
837,299996,128,112.20985182626,10.1875203462003,0.0946327683615819,0.5234375,0.160287081339713,Inf,Inf,-Inf
847,137434,67,117.259983611465,14.3845662719756,0.156488549618321,0.611940298507463,0.249240121580547,Inf,Inf,-Inf
848,62170,32,123.954598377231,12.2408795375817,0.114457831325301,0.59375,0.191919191919192,Inf,Inf,-Inf
849,32597,14,116.170449211548,12.4011111610726,0.133333333333333,0.571428571428571,0.216216216216216,Inf,Inf,-Inf
852,35154,17,118.5798814101,10.5955376283955,0.107142857142857,0.529411764705882,0.178217821782178,Inf,Inf,-Inf
854,345149,148,112.923753717264,14.2728911430667,0.175792507204611,0.824324324324324,0.28978622327791,Inf,Inf,-Inf
857,155348,76,117.684562257944,11.0612026336953,0.148514851485149,0.592105263157895,0.237467018469657,Inf,Inf,-Inf
858,163551,78,119.094773124287,10.5763949228644,0.117333333333333,0.564102564102564,0.194260485651214,Inf,Inf,-Inf
